insert 9687746 0,15918711859695 240
insert 1237794 0,358811192381573 173
insert 7544581 0,955291824394507 356
insert 1685194 0,697503913518742 300
insert 6301649 0,62927836814396 130
insert 4799958 0,798986509348725 31
insert 1276287 0,239199691097811 208
insert 2184263 0,144989931557788 356
insert 2864092 0,734167025300752 331
insert 4135839 0,884994673023464 140
insert 6413940 0,348686509928054 89
insert 5556660 0,452992872080297 347
insert 8528818 0,00822354108478108 28
insert 7286881 0,4744328406986 74
insert 2606817 0,955236121991294 350
insert 3954639 0,439340986050358 271
insert 483751 0,372764142869396 105
insert 3643072 0,873852982592701 185
insert 1192680 0,443473713213333 272
insert 6015673 0,837370179983494 224
insert 5620992 0,340874176165496 25
insert 6015522 0,52712537139986 125
insert 5864820 0,0744989225987806 63
insert 3957273 0,627113927447756 284
insert 82656 0,398940584342433 275
insert 3720697 0,95774454947456 68
insert 167210 0,890945258033902 106
insert 1665890 0,365208860656809 184
insert 973705 0,27708681173487 170
insert 7333328 0,436397972719929 3
insert 2093479 0,251314507448727 61
insert 4539897 0,166588967743604 48
insert 1372071 0,659129488588837 154
insert 6255853 0,808981948443214 131
insert 5770340 0,652647739580203 268
insert 5019151 0,356041583398376 170
insert 7504886 0,74719828262329 174
insert 5670469 0,584846352499372 340
insert 3298181 0,395510174983884 351
insert 5580666 0,504181726139123 90
insert 8739838 0,853149162071361 229
insert 1667663 0,186379441146916 135
insert 6199096 0,554275904108899 83
insert 6312081 0,234862598234258 107
insert 7616430 0,391135693709895 29
insert 9299839 0,589554972755515 256
insert 7665803 0,595455450748771 331
insert 9999211 0,982844232107906 248
insert 5237899 0,642300969754486 239
insert 2244284 0,124171616567379 277
insert 1578933 0,579140540016415 55
insert 1780721 0,75160145189222 344
insert 7267411 0,410267719258679 167
insert 3698507 0,882005509865473 288
insert 2425607 0,119280470125042 184
insert 1871141 0,80540392818181 69
insert 8644616 0,399834152031613 290
insert 2631041 0,791486306484549 327
insert 3289933 0,874062747170247 313
insert 9489012 0,642976342068508 195
insert 7093312 0,395481168010962 154
insert 4612728 0,473314836841689 236
insert 1436672 0,583570868048617 230
insert 1261305 0,203242862226089 64
insert 2462928 0,396729519309816 256
insert 1192795 0,757360347433649 310
insert 1768640 0,336675892275142 301
insert 4727574 0,359966826792791 260
insert 9651235 0,894789154592338 283
insert 2462214 0,849078859597947 315
insert 855278 0,777839853790514 276
insert 9221898 0,660519530372936 175
insert 3716613 0,781287957812328 232
insert 8566136 0,0434468044170396 79
insert 5541764 0,73833108914007 70
insert 6266679 0,0168113717887604 142
insert 1952763 0,209713782281482 42
insert 67411 0,772037254074606 110
insert 7071814 0,236573768889799 12
insert 7057668 0,496149233307759 208
insert 8680678 0,897445811376649 264
insert 7619955 0,0406026668104356 153
insert 4119958 0,324102995602462 265
insert 2269255 0,747618157299058 351
insert 2175981 0,320250379536418 105
insert 6150639 0,918581079188074 223
insert 5277461 0,338455641799819 316
insert 3928974 0,0509451525523072 230
insert 7608363 0,0787866884278072 2
insert 4609909 0,215008397221103 152
insert 4510100 0,665894568742204 102
insert 674399 0,988545801485212 52
insert 4873410 0,792180879876102 251
insert 7711882 0,214672072424866 249
insert 6585467 0,968350735478266 166
insert 1406300 0,789143039281081 162
insert 130713 0,0921174483802717 114
insert 4138786 0,178020648275512 56
insert 7005478 0,475170378328846 304
insert 951269 0,00115923211032489 346
insert 4196004 0,951004948909862 39
insert 3122642 0,775915598392447 29
insert 6909336 0,150158177665508 119
insert 1472280 0,127722929756959 45
insert 9239073 0,756557893360293 44
insert 1852694 0,734350648119278 29
insert 1772694 0,6202062948701 104
insert 5540157 0,447919565461539 44
insert 1059530 0,03713139707089 175
insert 1274451 0,366892051588228 184
insert 2995003 0,392214120548318 284
insert 7359124 0,351587872650282 94
insert 5836137 0,346282570784112 69
insert 3803720 0,449696344998524 230
insert 1200822 0,865843267117554 347
insert 1915924 0,489971288242364 151
insert 339100 0,515278492828495 266
insert 7639062 0,917857478800163 137
insert 6721723 0,865584683541946 181
insert 9862036 0,20631115567233 265
insert 5938496 0,563488532120124 281
insert 8183291 0,847727760601662 264
insert 3353785 0,18799487137608 145
insert 8601164 0,601655628812339 139
insert 8901592 0,796897415908471 61
insert 6506587 0,433933428690738 209
insert 1584964 0,914360581391659 196
insert 664111 0,0935351108636405 306
insert 7725556 0,535594092465748 170
insert 4100687 0,063740114711104 174
insert 7605817 0,597410128264413 50
insert 4536509 0,786522368335408 319
insert 8557187 0,301753141592142 6
insert 2288857 0,856213938843559 108
insert 164927 0,17379357627304 328
insert 3527516 0,873746961762079 43
insert 2104429 0,0215135417047485 155
insert 9210090 0,827707219323007 105
insert 1916240 0,527438502538688 169
insert 9316525 0,0457734619480434 112
insert 2611521 0,925309841020643 44
insert 9189668 0,0995347057932684 1
insert 2480966 0,43650834422396 3
insert 2843021 0,794940051992862 47
insert 5639607 0,929610720802849 20
insert 2451836 0,0499184313462667 331
insert 9379906 0,419804040072395 238
insert 3533965 0,199625723156904 15
insert 543519 0,839572654962341 277
insert 8480208 0,262026843271231 93
insert 4162543 0,924066168220745 92
insert 7059818 0,967733541954185 335
insert 1777216 0,0975259026035321 26
insert 9093773 0,104654990651018 157
insert 1105850 0,926140850375472 81
insert 2994709 0,357048293276247 323
insert 2338039 0,946440400530789 171
insert 5502118 0,993661872573971 225
insert 6502865 0,907755588604024 261
insert 820281 0,864614897344548 93
insert 2345425 0,400075821392273 62
insert 7512911 0,86804774537126 313
insert 8762006 0,857978953448114 346
insert 1272425 0,0674620317609338 342
insert 8454826 0,0286133312753464 113
insert 2246085 0,242811563537834 98
insert 8156530 0,754880966504515 173
insert 8716064 0,61421690909854 113
insert 7815637 0,866042504956034 334
insert 6300102 0,0556953009477329 21
insert 2052199 0,0956934765426877 83
insert 8142968 0,674834771861711 253
insert 2627571 0,359293833542286 20
insert 3556996 0,423270360298115 179
insert 9362193 0,106561387007386 316
insert 5251275 0,704729222555053 347
insert 3108203 0,425678024266697 239
insert 4521992 0,266375100364152 39
insert 7774376 0,362936181185272 282
insert 8588950 0,969727387172043 0
insert 9404695 0,246190349686048 288
insert 9018992 0,922022564766008 349
insert 7194815 0,0311858444619858 127
insert 6105698 0,961851396580158 318
insert 2153917 0,459953477354699 119
insert 9834550 0,935387090749753 182
insert 4366080 0,256436252154613 58
insert 9653557 0,319189885314177 226
insert 3950339 0,75302073487687 298
insert 1231770 0,0368591305040098 112
insert 9187202 0,403862058373104 140
insert 560878 0,415230017814427 63
insert 6967856 0,0343200941729919 66
insert 9072098 0,805646018965936 242
insert 6112699 0,700250492291642 166
insert 7814262 0,236807477305088 290
insert 7781233 0,793982667286872 153
insert 2782033 0,422286984241701 256
insert 8406919 0,975113833777194 333
insert 1722663 0,506865297214531 60
insert 1424501 0,596304449064799 357
insert 418799 0,69184962319762 200
insert 4939512 0,159303903188232 16
insert 1545305 0,286669334530211 324
insert 3231166 0,529398260418977 162
insert 4877699 0,35408577246316 222
insert 1661906 0,61360763321333 185
insert 228967 0,345053749785318 87
insert 8843495 0,640516866762432 353
insert 6762753 0,215395906574743 158
insert 2500795 0,524519311508406 189
insert 155369 0,764759634511899 75
insert 6792166 0,569390013147793 3
insert 9058372 0,287475011445337 27
insert 7616981 0,623592729039301 182
insert 5264820 0,955086690352804 321
insert 2625009 0,35292205370633 223
insert 3080610 0,00607572682484785 321
insert 6527885 0,119553425870628 90
insert 7514502 0,157530468496275 18
insert 5764142 0,817675972272491 339
insert 6046072 0,904451049354137 274
insert 3736121 0,307579707497535 275
insert 2414486 0,808553240172823 282
insert 6105385 0,260353359515012 117
insert 4387096 0,261198589699901 259
insert 7355631 0,357867406382164 246
insert 886863 0,41377440952406 310
insert 8190881 0,942018474890859 186
insert 6341971 0,362748420034884 232
insert 9580908 0,927766413394253 148
insert 9570681 0,329423025403834 169
insert 1335955 0,157090887966142 258
insert 7451633 0,152869894240457 233
insert 1282500 0,0210522385412139 195
insert 8363323 0,697522547420823 268
insert 5671250 0,214078888862431 309
insert 5297896 0,0158871202803623 287
insert 3659025 0,487727913766973 145
insert 814341 0,78551915277984 346
insert 2437064 0,739415066661041 340
insert 1194324 0,283357792665883 317
insert 3728362 0,653470411269679 335
insert 8563335 0,30511410595156 37
insert 23193 0,99039982072562 73
insert 379231 0,960436252393032 141
insert 3181050 0,982755820724534 88
insert 7727212 0,067072090724051 53
insert 7868513 0,428301192088193 328
insert 6121964 0,591165532633274 303
insert 658974 0,0521614337582893 133
insert 7567091 0,501456871396609 148
insert 7026756 0,00881768064984012 265
insert 6635819 0,463496087334815 15
insert 8147920 0,710791459638063 327
insert 7542471 0,527470337472609 9
insert 5946655 0,327979386471202 189
insert 111793 0,763329104410172 288
insert 7179366 0,470985220964525 242
insert 7961617 0,332581044795262 307
insert 9689075 0,760639732126444 22
insert 892352 0,790436106170731 91
insert 7325359 0,245610235838969 176
insert 7915426 0,33524749816174 342
insert 6550277 0,654523052579967 186
insert 2004437 0,957929184175063 128
insert 2397047 0,032604238033576 324
insert 8863919 0,0175309325650013 94
insert 3144034 0,0547180846588305 103
insert 5688084 0,0387724582286423 10
insert 7411118 0,90651393910242 243
insert 8826378 0,694674453090259 253
insert 9817472 0,725556810724343 331
insert 6560121 0,0217111678895127 101
insert 5365443 0,803122865410113 357
insert 5756730 0,35615166665807 39
insert 2835035 0,517492855674351 184
insert 3160623 0,556457008028616 107
insert 9542257 0,0825155401055308 267
insert 7991187 0,774831772211395 264
insert 9641203 0,163727563416458 74
insert 4584712 0,0504308329198653 154
insert 2753819 0,772389879809874 345
insert 8164033 0,218696533804152 83
insert 4359252 0,583692637543982 3
insert 6189707 0,349847643333416 77
insert 2704542 0,738730360632171 251
insert 1800262 0,28530480446541 187
insert 5174156 0,425049506791425 126
insert 3762598 0,928412099335535 220
insert 9597475 0,182628525040405 342
insert 1846373 0,691891767872447 308
insert 750223 0,0780730513288048 270
insert 5639983 0,300291153742136 210
insert 1489574 0,46710022048424 107
insert 2806836 0,880137067232345 350
insert 2890837 0,335254992980163 263
insert 5287007 0,528664474621725 12
insert 371516 0,784094065327241 316
insert 6855581 0,941055685254306 225
insert 786766 0,899122106795722 303
insert 3476896 0,85665582253442 12
insert 2816473 0,251287945663225 321
insert 1529094 0,54394842895863 97
insert 4617160 0,706455928602468 157
insert 1148046 0,0310688251774147 294
insert 2224832 0,23673195030388 196
insert 3772925 0,087176092475269 213
insert 8794910 0,431046823240373 235
insert 9146236 0,147485728444292 326
insert 9795608 0,389464148967277 49
insert 1273107 0,485321701264624 144
insert 7397840 0,801267765835518 219
insert 2627283 0,999036328400968 226
insert 809635 0,136174270946614 284
insert 4608933 0,0669846977419149 295
insert 5976622 0,922346972358575 271
insert 602181 0,463074894371943 253
insert 804688 0,701384067396347 292
insert 2508206 0,468198670292366 153
insert 3821039 0,36702370800405 37
insert 9840031 0,173348620149004 55
insert 1347572 0,334405328302833 79
insert 372701 0,375020624778709 82
insert 2077601 0,959754967577641 85
insert 9160633 0,296329059776072 342
insert 8018505 0,418597711445111 131
insert 8317555 0,316961422244535 81
insert 1547724 0,919342670552126 333
insert 4326936 0,0468418197924466 282
insert 5892230 0,488963332254888 119
insert 1848353 0,880624354761385 227
insert 5250469 0,0969603336867692 346
insert 6368222 0,326136078837391 263
insert 6010743 0,560392044745568 197
insert 5232241 0,85245798893853 181
insert 4666281 0,164405568579401 145
insert 8609441 0,448970131785129 17
insert 615468 0,550348453945643 18
insert 8786634 0,82923070473095 91
insert 2280950 0,702063594806038 103
insert 4371965 0,448047127317659 318
insert 8967319 0,0229247873755753 28
insert 6056830 0,391016413639773 71
insert 9881761 0,165028258303659 33
insert 6314827 0,230681185718012 272
insert 6778124 0,63154828158745 24
insert 4230693 0,966065518076562 317
insert 3788826 0,728278839834164 14
insert 2834681 0,123288524860185 118
insert 5819503 0,646383443216972 96
insert 7088197 0,408727258634161 224
insert 4450158 0,163877725211847 40
insert 6612690 0,626492217009185 298
insert 4241893 0,860945111541518 278
insert 2056862 0,872768022060752 102
insert 9571393 0,430064117736213 115
insert 2934929 0,200851052627364 71
insert 1871212 0,805025697594986 264
insert 4051272 0,0583139672215627 259
insert 8460640 0,613263827102847 323
insert 7488547 0,023732666868592 268
insert 9316390 0,279356469530313 272
insert 4683891 0,18646689513068 24
insert 6442244 0,0165433534498063 1
insert 2373514 0,998880013822988 37
insert 1090470 0,173196344717031 307
insert 7560513 0,326328810456362 249
insert 106086 0,288457426376854 160
insert 700472 0,521698433217452 217
insert 8880744 0,0398886036313552 38
insert 3925766 0,815204963001984 4
insert 9298969 0,67533460197753 301
insert 287561 0,274047184397488 213
insert 5276408 0,488750177663169 87
insert 2528638 0,649268448189492 66
insert 1926263 0,949769787932639 290
insert 6308776 0,296080161023922 318
insert 8642574 0,0900127650657728 103
insert 2064118 0,738246079412404 264
insert 2991005 0,861591891321164 272
insert 1525994 0,580314741274488 52
insert 9612397 0,251647830126643 72
insert 9918276 0,307454541003078 116
insert 2679079 0,0802909117565914 323
insert 2620992 0,228410453176317 301
insert 4496271 0,757744824866645 230
insert 2612246 0,877420847247085 205
insert 7975558 0,257196737107447 267
insert 2204461 0,528319160234332 261
insert 7262933 0,723485083656146 337
insert 1019372 0,729655604683634 148
insert 8357535 0,375041435181648 327
insert 970189 0,291624105205584 143
insert 9829693 0,200798683893307 231
insert 4826002 0,362969708332312 77
insert 9859684 0,60215820446711 310
insert 4493563 0,756784670872979 352
insert 960862 0,0378758884211424 354
insert 1857293 0,355043561363147 116
insert 4027698 0,740793567030129 260
insert 4761461 0,265534301412075 210
insert 3864568 0,165970757680931 126
insert 4866938 0,426345749025394 307
insert 9291431 0,352608253412232 167
insert 2415683 0,278255382682316 243
insert 9296133 0,314955605340635 321
insert 5280191 0,234477673300764 333
